cnt,clinical_trial_status,progression_bin,symptom_burden_bin,tx_class,tx_modality,tx_specific,visual_status_bin,site
49,NOT_MENTIONED,,,ALKYLATING,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
49,NOT_MENTIONED,,,ALKYLATING,,OTHER,,boston_childrens
49,NOT_MENTIONED,,,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
49,NOT_MENTIONED,,,CHEMOTHERAPY,,NOT_MENTIONED,,boston_childrens
49,NOT_MENTIONED,,,VINCA ALKALOID,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
49,NOT_MENTIONED,,,VINCA ALKALOID,,OTHER,NOT_MENTIONED,boston_childrens
49,,PROGRESSION,NOT_MENTIONED,,TARGETED_THERAPY,cumulus__none,,boston_childrens
49,,PROGRESSION,NOT_MENTIONED,,TARGETED_THERAPY,,,boston_childrens
49,,PROGRESSION,NOT_MENTIONED,,,cumulus__none,,boston_childrens
49,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,,DECLINING,boston_childrens
49,,PROGRESSION,,CHEMOTHERAPY,,,DECLINING,boston_childrens
49,,PROGRESSION,,,CHEMOTHERAPY,,DECLINING,boston_childrens
49,,,NOT_MENTIONED,,TARGETED_THERAPY,,NOT_MENTIONED,boston_childrens
49,,,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
49,,,SYMPTOM_PRESENT,ALKYLATING,,,NOT_MENTIONED,boston_childrens
49,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,,DECLINING,boston_childrens
49,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,,DECLINING,boston_childrens
49,,,SYMPTOM_PRESENT,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
49,,,SYMPTOM_PRESENT,VINCA ALKALOID,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
49,,,SYMPTOM_PRESENT,,CHEMOTHERAPY,,DECLINING,boston_childrens
49,,,,ALKYLATING,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
49,,,,ALKYLATING,,OTHER,NOT_MENTIONED,boston_childrens
49,,,,PLATINUM,CHEMOTHERAPY,CARBOPLATIN,,boston_childrens
49,,,,PLATINUM,,CARBOPLATIN,,boston_childrens
49,,,,,CHEMOTHERAPY,CARBOPLATIN,,boston_childrens
49,,,,,,CARBOPLATIN,,boston_childrens
48,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,,,
48,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,CHEMOTHERAPY,,,,
48,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,CHEMOTHERAPY,,,
48,NOT_MENTIONED,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
48,NOT_MENTIONED,PROGRESSION,,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
48,NOT_MENTIONED,,NOT_MENTIONED,OBSERVATION,OBSERVATION,OBSERVATION,NOT_MENTIONED,
48,NOT_MENTIONED,,NOT_MENTIONED,OBSERVATION,OBSERVATION,,NOT_MENTIONED,
48,NOT_MENTIONED,,NOT_MENTIONED,OBSERVATION,,OBSERVATION,NOT_MENTIONED,
48,NOT_MENTIONED,,NOT_MENTIONED,OBSERVATION,,,NOT_MENTIONED,
48,NOT_MENTIONED,,NOT_MENTIONED,,CHEMOTHERAPY,OTHER,,
48,NOT_MENTIONED,,NOT_MENTIONED,,OBSERVATION,OBSERVATION,NOT_MENTIONED,
48,NOT_MENTIONED,,NOT_MENTIONED,,OBSERVATION,,NOT_MENTIONED,
48,NOT_MENTIONED,,NOT_MENTIONED,,,OBSERVATION,NOT_MENTIONED,
48,NOT_MENTIONED,,NOT_MENTIONED,,,OTHER,,
48,NOT_MENTIONED,,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,,,
48,NOT_MENTIONED,,SYMPTOM_PRESENT,ALKYLATING,,,,
48,NOT_MENTIONED,,,PLATINUM,CHEMOTHERAPY,CARBOPLATIN,,
48,NOT_MENTIONED,,,PLATINUM,,CARBOPLATIN,,
48,NOT_MENTIONED,,,,CHEMOTHERAPY,CARBOPLATIN,,
48,NOT_MENTIONED,,,,,CARBOPLATIN,,
48,,PROGRESSION,,BRAF,TARGETED_THERAPY,,,
48,,PROGRESSION,,BRAF,,,,
48,,STABLE,,,,,NOT_MENTIONED,
48,,,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
48,,,NOT_MENTIONED,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
48,,,NOT_MENTIONED,,TARGETED_THERAPY,cumulus__none,NOT_MENTIONED,
48,,,NOT_MENTIONED,,,cumulus__none,NOT_MENTIONED,
48,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
48,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,OTHER,NOT_MENTIONED,
48,,,,PLATINUM,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
48,,,,PLATINUM,,NOT_MENTIONED,NOT_MENTIONED,
48,,,,,,NOT_MENTIONED,DECLINING,
48,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,,,boston_childrens
48,AVAILABLE_AND_ELIGIBLE,PROGRESSION,,CHEMOTHERAPY,,,,boston_childrens
48,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,CHEMOTHERAPY,,,boston_childrens
48,NOT_MENTIONED,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,PROGRESSION,,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,OBSERVATION,OBSERVATION,OBSERVATION,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,OBSERVATION,OBSERVATION,,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,OBSERVATION,,OBSERVATION,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,OBSERVATION,,,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,,CHEMOTHERAPY,OTHER,,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,,OBSERVATION,OBSERVATION,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,,OBSERVATION,,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,,,OBSERVATION,NOT_MENTIONED,boston_childrens
48,NOT_MENTIONED,,NOT_MENTIONED,,,OTHER,,boston_childrens
48,NOT_MENTIONED,,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,,,boston_childrens
48,NOT_MENTIONED,,SYMPTOM_PRESENT,ALKYLATING,,,,boston_childrens
48,NOT_MENTIONED,,,PLATINUM,CHEMOTHERAPY,CARBOPLATIN,,boston_childrens
48,NOT_MENTIONED,,,PLATINUM,,CARBOPLATIN,,boston_childrens
48,NOT_MENTIONED,,,,CHEMOTHERAPY,CARBOPLATIN,,boston_childrens
48,NOT_MENTIONED,,,,,CARBOPLATIN,,boston_childrens
48,,PROGRESSION,,BRAF,TARGETED_THERAPY,,,boston_childrens
48,,PROGRESSION,,BRAF,,,,boston_childrens
48,,STABLE,,,,,NOT_MENTIONED,boston_childrens
48,,,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
48,,,NOT_MENTIONED,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
48,,,NOT_MENTIONED,,TARGETED_THERAPY,cumulus__none,NOT_MENTIONED,boston_childrens
48,,,NOT_MENTIONED,,,cumulus__none,NOT_MENTIONED,boston_childrens
48,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
48,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,OTHER,NOT_MENTIONED,boston_childrens
48,,,,PLATINUM,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
48,,,,PLATINUM,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
48,,,,,,NOT_MENTIONED,DECLINING,boston_childrens
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,,
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,,
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,,
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,,CARBOPLATIN_VINCRISTINE,,
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,,OTHER,NOT_MENTIONED,
47,NOT_MENTIONED,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,,
47,NOT_MENTIONED,PROGRESSION,,CHEMOTHERAPY,,OTHER,,
47,NOT_MENTIONED,,NOT_MENTIONED,PLATINUM,CHEMOTHERAPY,,NOT_MENTIONED,
47,NOT_MENTIONED,,NOT_MENTIONED,PLATINUM,,,NOT_MENTIONED,
47,NOT_MENTIONED,,NOT_MENTIONED,,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
47,NOT_MENTIONED,,NOT_MENTIONED,,,OTHER,NOT_MENTIONED,
47,NOT_MENTIONED,,SYMPTOM_PRESENT,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
47,NOT_MENTIONED,,SYMPTOM_PRESENT,VINCA ALKALOID,,NOT_MENTIONED,NOT_MENTIONED,
47,NOT_MENTIONED,,SYMPTOM_PRESENT,,TARGETED_THERAPY,,NOT_MENTIONED,
47,NOT_MENTIONED,,,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
47,NOT_MENTIONED,,,CHEMOTHERAPY,,NOT_MENTIONED,NOT_MENTIONED,
47,NOT_MENTIONED,,,,,,IMPROVING,
47,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,,DECLINING,
47,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,,DECLINING,
47,,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,,DECLINING,
47,,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,NOT_MENTIONED,,
47,,,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,,
47,,,NOT_MENTIONED,VINCA ALKALOID,,NOT_MENTIONED,,
47,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,,
47,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,NOT_MENTIONED,,
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,,boston_childrens
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,,boston_childrens
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,,boston_childrens
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,,CARBOPLATIN_VINCRISTINE,,boston_childrens
47,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,,OTHER,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,,boston_childrens
47,NOT_MENTIONED,PROGRESSION,,CHEMOTHERAPY,,OTHER,,boston_childrens
47,NOT_MENTIONED,,NOT_MENTIONED,PLATINUM,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,NOT_MENTIONED,PLATINUM,,,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,NOT_MENTIONED,,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,NOT_MENTIONED,,,OTHER,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,SYMPTOM_PRESENT,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,SYMPTOM_PRESENT,VINCA ALKALOID,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,SYMPTOM_PRESENT,,TARGETED_THERAPY,,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,,CHEMOTHERAPY,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
47,NOT_MENTIONED,,,,,,IMPROVING,boston_childrens
47,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,,DECLINING,boston_childrens
47,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,,DECLINING,boston_childrens
47,,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,,DECLINING,boston_childrens
47,,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,NOT_MENTIONED,,boston_childrens
47,,,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
47,,,NOT_MENTIONED,VINCA ALKALOID,,NOT_MENTIONED,,boston_childrens
47,,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
47,,,SYMPTOM_PRESENT,CHEMOTHERAPY,,NOT_MENTIONED,,boston_childrens
46,AVAILABLE_AND_ELIGIBLE,,NOT_MENTIONED,,,,NOT_MENTIONED,
46,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,,CHEMOTHERAPY,,,
46,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,CHEMOTHERAPY,,NOT_MENTIONED,
46,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,,NOT_MENTIONED,,
46,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,NOT_MENTIONED,,
46,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,TARGETED_THERAPY,,NOT_MENTIONED,
46,NOT_MENTIONED,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,,,
46,NOT_MENTIONED,PROGRESSION,,ALKYLATING,,,,
46,NOT_MENTIONED,STABLE,,,,,NOT_MENTIONED,
46,NOT_MENTIONED,,NOT_MENTIONED,,CHEMOTHERAPY,NOT_MENTIONED,,
46,NOT_MENTIONED,,,ALKYLATING,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
46,NOT_MENTIONED,,,ALKYLATING,,OTHER,NOT_MENTIONED,
46,NOT_MENTIONED,,,PLATINUM,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
46,NOT_MENTIONED,,,PLATINUM,,NOT_MENTIONED,NOT_MENTIONED,
46,,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,,,
46,,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,,,,
46,,PROGRESSION,NOT_MENTIONED,,TARGETED_THERAPY,cumulus__none,NOT_MENTIONED,
46,,PROGRESSION,NOT_MENTIONED,,TARGETED_THERAPY,,NOT_MENTIONED,
46,,PROGRESSION,NOT_MENTIONED,,,cumulus__none,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,OBSERVATION,OBSERVATION,OBSERVATION,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,OBSERVATION,OBSERVATION,,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,OBSERVATION,,OBSERVATION,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,OBSERVATION,,,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,PLATINUM,CHEMOTHERAPY,,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,PLATINUM,,,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,,OBSERVATION,OBSERVATION,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,,OBSERVATION,,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,
46,,PROGRESSION,SYMPTOM_PRESENT,,,OBSERVATION,NOT_MENTIONED,
46,,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,,NOT_MENTIONED,
46,,PROGRESSION,,ALKYLATING,,,NOT_MENTIONED,
46,,STABLE,NOT_MENTIONED,,,,,
46,,STABLE,SYMPTOM_PRESENT,,,,,
46,,,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,NOT_MENTIONED,,
46,,,SYMPTOM_PRESENT,ALKYLATING,,NOT_MENTIONED,,
46,,,SYMPTOM_PRESENT,PLATINUM,CHEMOTHERAPY,CARBOPLATIN,,
46,,,SYMPTOM_PRESENT,PLATINUM,,CARBOPLATIN,,
46,,,SYMPTOM_PRESENT,,CHEMOTHERAPY,CARBOPLATIN,,
46,,,SYMPTOM_PRESENT,,,CARBOPLATIN,,
46,,,,BRAF,TARGETED_THERAPY,,NOT_MENTIONED,
46,,,,BRAF,,,NOT_MENTIONED,
46,AVAILABLE_AND_ELIGIBLE,,NOT_MENTIONED,,,,NOT_MENTIONED,boston_childrens
46,AVAILABLE_AND_ELIGIBLE,,SYMPTOM_PRESENT,,CHEMOTHERAPY,,,boston_childrens
46,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
46,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,,NOT_MENTIONED,,boston_childrens
46,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,NOT_MENTIONED,,boston_childrens
46,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,TARGETED_THERAPY,,NOT_MENTIONED,boston_childrens
46,NOT_MENTIONED,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,,,boston_childrens
46,NOT_MENTIONED,PROGRESSION,,ALKYLATING,,,,boston_childrens
46,NOT_MENTIONED,STABLE,,,,,NOT_MENTIONED,boston_childrens
46,NOT_MENTIONED,,NOT_MENTIONED,,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
46,NOT_MENTIONED,,,ALKYLATING,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
46,NOT_MENTIONED,,,ALKYLATING,,OTHER,NOT_MENTIONED,boston_childrens
46,NOT_MENTIONED,,,PLATINUM,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
46,NOT_MENTIONED,,,PLATINUM,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,,,boston_childrens
46,,PROGRESSION,NOT_MENTIONED,VINCA ALKALOID,,,,boston_childrens
46,,PROGRESSION,NOT_MENTIONED,,TARGETED_THERAPY,cumulus__none,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,NOT_MENTIONED,,TARGETED_THERAPY,,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,NOT_MENTIONED,,,cumulus__none,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,CHEMOTHERAPY,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,OBSERVATION,OBSERVATION,OBSERVATION,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,OBSERVATION,OBSERVATION,,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,OBSERVATION,,OBSERVATION,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,OBSERVATION,,,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,PLATINUM,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,PLATINUM,,,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,,CHEMOTHERAPY,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,,OBSERVATION,OBSERVATION,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,,OBSERVATION,,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,,,CARBOPLATIN_VINCRISTINE,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,SYMPTOM_PRESENT,,,OBSERVATION,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,,ALKYLATING,CHEMOTHERAPY,,NOT_MENTIONED,boston_childrens
46,,PROGRESSION,,ALKYLATING,,,NOT_MENTIONED,boston_childrens
46,,STABLE,NOT_MENTIONED,,,,,boston_childrens
46,,STABLE,SYMPTOM_PRESENT,,,,,boston_childrens
46,,,SYMPTOM_PRESENT,ALKYLATING,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
46,,,SYMPTOM_PRESENT,ALKYLATING,,NOT_MENTIONED,,boston_childrens
46,,,SYMPTOM_PRESENT,PLATINUM,CHEMOTHERAPY,CARBOPLATIN,,boston_childrens
46,,,SYMPTOM_PRESENT,PLATINUM,,CARBOPLATIN,,boston_childrens
46,,,SYMPTOM_PRESENT,,CHEMOTHERAPY,CARBOPLATIN,,boston_childrens
46,,,SYMPTOM_PRESENT,,,CARBOPLATIN,,boston_childrens
46,,,,BRAF,TARGETED_THERAPY,,NOT_MENTIONED,boston_childrens
46,,,,BRAF,,,NOT_MENTIONED,boston_childrens
45,AVAILABLE_AND_ELIGIBLE,,,,TARGETED_THERAPY,,,
45,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,,,
45,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,CHEMOTHERAPY,,,,
45,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,,NOT_MENTIONED,NOT_MENTIONED,
45,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,,NOT_MENTIONED,
45,NOT_MENTIONED,,NOT_MENTIONED,,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
45,NOT_MENTIONED,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
45,NOT_MENTIONED,,SYMPTOM_PRESENT,CHEMOTHERAPY,,OTHER,NOT_MENTIONED,
45,NOT_MENTIONED,,SYMPTOM_PRESENT,,SURGERY,NOT_MENTIONED,NOT_MENTIONED,
45,NOT_MENTIONED,,,BRAF,TARGETED_THERAPY,,,
45,NOT_MENTIONED,,,BRAF,,,,
45,,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,,NOT_MENTIONED,
45,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,NOT_MENTIONED,
45,,PROGRESSION,,CHEMOTHERAPY,,OTHER,NOT_MENTIONED,
45,,PROGRESSION,,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,,
45,,PROGRESSION,,VINCA ALKALOID,,NOT_MENTIONED,,
45,,PROGRESSION,,,,NOT_MENTIONED,DECLINING,
45,,,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,
45,,,NOT_MENTIONED,VINCA ALKALOID,,NOT_MENTIONED,NOT_MENTIONED,
45,,,SYMPTOM_PRESENT,PLATINUM,CHEMOTHERAPY,NOT_MENTIONED,,
45,,,SYMPTOM_PRESENT,PLATINUM,,NOT_MENTIONED,,
45,,,SYMPTOM_PRESENT,,SURGERY,NOT_MENTIONED,NOT_MENTIONED,
45,,,SYMPTOM_PRESENT,,,NOT_MENTIONED,DECLINING,
45,,,,MEK,TARGETED_THERAPY,,,
45,,,,MEK,,,,
45,AVAILABLE_AND_ELIGIBLE,,,,TARGETED_THERAPY,,,boston_childrens
45,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,CHEMOTHERAPY,CHEMOTHERAPY,,,boston_childrens
45,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,CHEMOTHERAPY,,,,boston_childrens
45,NOT_MENTIONED,PROGRESSION,NOT_MENTIONED,,,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
45,NOT_MENTIONED,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,,NOT_MENTIONED,boston_childrens
45,NOT_MENTIONED,,NOT_MENTIONED,,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
45,NOT_MENTIONED,,SYMPTOM_PRESENT,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
45,NOT_MENTIONED,,SYMPTOM_PRESENT,CHEMOTHERAPY,,OTHER,NOT_MENTIONED,boston_childrens
45,NOT_MENTIONED,,SYMPTOM_PRESENT,,SURGERY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
45,NOT_MENTIONED,,,BRAF,TARGETED_THERAPY,,,boston_childrens
45,NOT_MENTIONED,,,BRAF,,,,boston_childrens
45,,PROGRESSION,SYMPTOM_PRESENT,,SURGERY,,NOT_MENTIONED,boston_childrens
45,,PROGRESSION,,CHEMOTHERAPY,CHEMOTHERAPY,OTHER,NOT_MENTIONED,boston_childrens
45,,PROGRESSION,,CHEMOTHERAPY,,OTHER,NOT_MENTIONED,boston_childrens
45,,PROGRESSION,,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,,boston_childrens
45,,PROGRESSION,,VINCA ALKALOID,,NOT_MENTIONED,,boston_childrens
45,,PROGRESSION,,,,NOT_MENTIONED,DECLINING,boston_childrens
45,,,NOT_MENTIONED,VINCA ALKALOID,CHEMOTHERAPY,NOT_MENTIONED,NOT_MENTIONED,boston_childrens
